Grid ID,X-Permutation,O-Permutation,Knot Type,tb,r,Legendrian Mirror,Orientation Reversal,Legendrian Mirror of Orientation Reversal
G485,"(0, 4, 6, 5, 7, 2, 9, 1, 3, 8)","(2, 1, 3, 9, 0, 8, 4, 6, 7, 5)",11n86,-7,0,G492,G485,G492
G486,"(0, 8, 4, 9, 2, 1, 3, 7, 5, 6)","(3, 1, 0, 7, 8, 5, 6, 4, 9, 2)",11n86,-7,0,G493,G483,G498
G487,"(0, 1, 6, 4, 7, 5, 2, 3, 9, 8)","(4, 5, 3, 9, 0, 8, 7, 1, 6, 2)",11n86,-7,0,G500,G494,G497
G488,"(0, 1, 7, 6, 8, 4, 5, 3, 2, 9)","(6, 8, 5, 9, 2, 0, 1, 7, 4, 3)",11n86,-7,0,G489,G499,G491
G489,"(0, 8, 3, 2, 5, 4, 6, 1, 7, 9)","(6, 2, 1, 9, 0, 7, 8, 5, 3, 4)",11n86,-7,0,G488,G491,G499
G490,"(0, 7, 9, 8, 4, 2, 1, 3, 5, 6)","(5, 2, 3, 1, 9, 0, 6, 7, 8, 4)",11n86,-7,0,G484,G490,G484
G491,"(0, 7, 6, 8, 3, 4, 5, 2, 1, 9)","(6, 4, 1, 5, 7, 9, 0, 8, 3, 2)",11n86,-7,0,G499,G489,G488
G492,"(0, 2, 6, 9, 7, 8, 5, 3, 4, 1)","(5, 8, 1, 3, 2, 4, 9, 6, 0, 7)",11n86,-7,0,G485,G492,G485
G493,"(0, 7, 5, 6, 2, 4, 8, 3, 1, 9)","(6, 3, 8, 9, 7, 1, 2, 0, 5, 4)",11n86,-7,0,G486,G498,G483
G494,"(0, 6, 7, 2, 3, 5, 4, 9, 1, 8)","(3, 1, 4, 6, 9, 0, 8, 7, 5, 2)",11n86,-7,0,G497,G487,G500
G495,"(0, 3, 4, 8, 7, 5, 6, 2, 1, 9)","(5, 6, 2, 3, 9, 8, 1, 0, 7, 4)",11n86,-7,0,G496,G495,G496
G496,"(0, 9, 3, 4, 7, 8, 6, 5, 1, 2)","(8, 4, 5, 1, 2, 3, 0, 7, 6, 9)",11n86,-7,0,G495,G496,G495
G497,"(0, 1, 7, 5, 6, 8, 9, 4, 3, 2)","(4, 6, 3, 9, 0, 2, 7, 8, 1, 5)",11n86,-7,0,G494,G500,G487
G498,"(0, 1, 4, 9, 7, 8, 5, 3, 6, 2)","(3, 7, 8, 6, 0, 2, 1, 9, 4, 5)",11n86,-7,0,G483,G493,G486
G499,"(0, 7, 6, 9, 1, 8, 2, 5, 3, 4)","(6, 5, 2, 3, 4, 0, 9, 1, 7, 8)",11n86,-7,0,G491,G488,G489
G500,"(0, 9, 5, 6, 3, 1, 4, 2, 7, 8)","(6, 2, 7, 1, 0, 8, 9, 5, 3, 4)",11n86,-7,0,G487,G497,G494
G501,"(0, 9, 7, 6, 8, 1, 2, 5, 3, 4)","(8, 6, 5, 2, 3, 4, 0, 1, 7, 9)",11n86,-7,2,--,--,G502
G502,"(0, 1, 9, 5, 4, 6, 3, 2, 7, 8)","(6, 7, 4, 3, 0, 2, 1, 8, 9, 5)",11n86,-7,2,--,--,G501
G503,"(0, 2, 1, 3, 9, 6, 7, 5, 4, 8)","(6, 9, 7, 8, 5, 2, 4, 3, 0, 1)",11n86,-7,2,--,--,G504
G504,"(0, 6, 8, 7, 9, 4, 3, 1, 2, 5)","(7, 4, 5, 1, 3, 2, 0, 6, 8, 9)",11n86,-7,2,--,--,G503
G505,"(0, 4, 6, 7, 3, 1, 2, 9, 8, 5)","(7, 9, 1, 2, 0, 5, 8, 6, 4, 3)",11n86,-7,2,--,--,G506
G506,"(0, 8, 1, 7, 2, 6, 9, 4, 5, 3)","(7, 4, 6, 5, 9, 0, 3, 1, 2, 8)",11n86,-7,2,--,--,G505
G1513,"(0, 9, 3, 2, 5, 6, 4, 7, 8, 1)","(4, 2, 1, 6, 7, 0, 8, 9, 3, 5)",m11n86,-3,0,?,?,?
G1514,"(0, 9, 2, 4, 1, 5, 7, 6, 3, 8)","(7, 5, 6, 8, 3, 2, 4, 0, 9, 1)",m11n86,-3,0,?,?,?
G507,"(0, 9, 2, 4, 8, 7, 6, 3, 5, 1)","(4, 3, 5, 1, 2, 0, 9, 8, 7, 6)",11n88,-13,-2,--,--,G507
G508,"(0, 6, 5, 4, 8, 7, 3, 9, 2, 1)","(4, 3, 2, 9, 1, 0, 8, 6, 7, 5)",11n88,-13,0,G509,G508,G509
G509,"(0, 9, 8, 6, 3, 2, 1, 5, 4, 7)","(5, 4, 2, 1, 0, 9, 7, 8, 6, 3)",11n88,-13,0,G508,G509,G508
G510,"(0, 6, 8, 5, 4, 3, 7, 9, 2, 1)","(5, 4, 3, 2, 1, 9, 0, 6, 8, 7)",11n88,-13,2,--,--,G510
G1515,"(0, 1, 3, 5, 4, 6, 7, 8, 9, 2)","(3, 4, 8, 2, 9, 0, 1, 5, 6, 7)",m11n88,3,0,G1516,G1516,G1515
G1516,"(0, 8, 1, 2, 3, 4, 6, 5, 7, 9)","(7, 3, 4, 5, 9, 0, 1, 8, 2, 6)",m11n88,3,0,G1515,G1515,G1516
G511,"(0, 9, 6, 3, 4, 5, 1, 2, 7, 8)","(7, 1, 0, 8, 9, 2, 3, 6, 4, 5)",11n92,-4,-1,--,--,G514
G512,"(0, 1, 9, 8, 2, 3, 4, 6, 7, 5)","(6, 7, 4, 0, 9, 5, 1, 2, 3, 8)",11n92,-4,-1,--,--,G513
G513,"(0, 1, 4, 2, 3, 8, 7, 5, 6, 9)","(3, 7, 0, 5, 6, 4, 9, 8, 1, 2)",11n92,-4,-1,--,--,G512
G514,"(0, 6, 7, 3, 4, 5, 2, 8, 9, 1)","(2, 1, 5, 6, 8, 9, 7, 0, 3, 4)",11n92,-4,-1,--,--,G511
G515,"(0, 1, 6, 7, 3, 4, 5, 2, 9, 8)","(3, 4, 2, 5, 6, 9, 0, 8, 7, 1)",11n92,-4,1,--,--,G517
G516,"(0, 8, 9, 1, 2, 3, 7, 6, 4, 5)","(7, 2, 3, 4, 0, 6, 5, 1, 8, 9)",11n92,-4,1,--,--,G518
G517,"(0, 2, 3, 9, 6, 7, 8, 4, 5, 1)","(7, 8, 1, 4, 2, 3, 5, 6, 0, 9)",11n92,-4,1,--,--,G515
G518,"(0, 3, 4, 2, 1, 6, 7, 5, 8, 9)","(7, 8, 1, 0, 5, 3, 4, 9, 2, 6)",11n92,-4,1,--,--,G516
G1517,"(0, 9, 6, 3, 2, 1, 4, 7, 8, 5)","(4, 1, 0, 7, 6, 5, 8, 9, 3, 2)",m11n92,-6,-1,--,--,?
G1518,"(0, 9, 1, 6, 5, 7, 8, 4, 3, 2)","(4, 3, 8, 0, 9, 2, 6, 7, 1, 5)",m11n92,-6,-1,--,--,?
G1519,"(0, 7, 8, 1, 4, 3, 2, 9, 6, 5)","(3, 2, 6, 7, 0, 9, 8, 5, 4, 1)",m11n92,-6,1,--,--,?
G1520,"(0, 9, 8, 4, 5, 7, 6, 1, 3, 2)","(7, 1, 5, 6, 0, 3, 2, 4, 9, 8)",m11n92,-6,1,--,--,?
G519,"(0, 2, 4, 9, 6, 5, 8, 7, 3, 1)","(5, 7, 1, 3, 0, 2, 4, 9, 8, 6)",11n96,-6,-1,--,--,?
G520,"(0, 8, 4, 3, 6, 5, 2, 7, 9, 1)","(5, 3, 2, 7, 9, 1, 8, 0, 4, 6)",11n96,-6,1,--,--,?
G1521,"(0, 7, 8, 1, 6, 3, 5, 2, 4, 9)","(5, 2, 3, 4, 9, 7, 8, 6, 0, 1)",m11n96,-4,-1,--,--,G1523
G1522,"(0, 1, 3, 4, 9, 7, 5, 8, 6, 2)","(5, 6, 8, 2, 3, 0, 1, 4, 9, 7)",m11n96,-4,-1,--,--,G1524
G1523,"(0, 4, 2, 5, 3, 1, 8, 9, 6, 7)","(6, 8, 9, 0, 7, 4, 2, 3, 1, 5)",m11n96,-4,-1,--,--,G1521
G1524,"(0, 2, 9, 5, 6, 4, 7, 8, 1, 3)","(4, 7, 3, 0, 1, 8, 9, 2, 5, 6)",m11n96,-4,-1,--,--,G1522
G1525,"(0, 5, 7, 4, 6, 3, 8, 1, 2, 9)","(8, 9, 3, 1, 2, 0, 5, 6, 7, 4)",m11n96,-4,1,--,--,G1527
G1526,"(0, 6, 4, 7, 5, 3, 8, 9, 1, 2)","(5, 3, 8, 1, 2, 9, 0, 4, 6, 7)",m11n96,-4,1,--,--,G1528
G1527,"(0, 1, 8, 9, 6, 4, 2, 5, 3, 7)","(2, 6, 4, 5, 3, 0, 7, 8, 9, 1)",m11n96,-4,1,--,--,G1525
G1528,"(0, 2, 5, 6, 9, 7, 8, 4, 1, 3)","(7, 8, 1, 4, 5, 2, 3, 0, 6, 9)",m11n96,-4,1,--,--,G1526
G521,"(0, 7, 1, 3, 2, 4, 6, 8, 9, 5)","(4, 2, 6, 8, 5, 7, 9, 0, 3, 1)",11n99,1,0,G522,G521,G522
G522,"(0, 6, 7, 9, 1, 3, 2, 4, 8, 5)","(4, 2, 5, 6, 8, 0, 7, 9, 3, 1)",11n99,1,0,G521,G522,G521
G1529,"(0, 8, 7, 5, 6, 4, 2, 3, 1, 9)","(4, 1, 9, 8, 3, 7, 5, 0, 6, 2)",m11n99,-11,-2,--,--,G1529
G1530,"(0, 2, 9, 1, 8, 3, 7, 5, 6, 4)","(5, 6, 3, 4, 2, 0, 9, 8, 1, 7)",m11n99,-11,-2,--,--,G1530
G1531,"(0, 3, 1, 9, 8, 5, 7, 4, 6, 2)","(5, 6, 4, 2, 0, 9, 3, 8, 1, 7)",m11n99,-11,-2,--,--,G1531
G1532,"(0, 9, 2, 8, 1, 6, 4, 7, 3, 5)","(6, 4, 7, 3, 5, 2, 0, 1, 9, 8)",m11n99,-11,0,G1533,G1535,G1534
G1533,"(0, 8, 6, 4, 7, 3, 5, 2, 1, 9)","(7, 5, 1, 9, 2, 8, 0, 6, 4, 3)",m11n99,-11,0,G1532,G1534,G1535
G1534,"(0, 6, 4, 7, 3, 5, 1, 9, 8, 2)","(3, 1, 9, 2, 8, 0, 7, 6, 4, 5)",m11n99,-11,0,G1535,G1533,G1532
G1535,"(0, 7, 5, 6, 4, 3, 1, 9, 2, 8)","(6, 1, 9, 2, 8, 0, 5, 4, 7, 3)",m11n99,-11,0,G1534,G1532,G1533
G1536,"(0, 6, 8, 5, 7, 4, 3, 1, 9, 2)","(5, 1, 4, 9, 3, 2, 0, 8, 6, 7)",m11n99,-11,2,--,--,G1536
G1537,"(0, 8, 6, 7, 5, 3, 4, 2, 1, 9)","(7, 3, 9, 4, 2, 6, 1, 0, 8, 5)",m11n99,-11,2,--,--,G1537
G1538,"(0, 8, 9, 7, 1, 6, 3, 5, 2, 4)","(7, 3, 6, 5, 4, 2, 0, 1, 8, 9)",m11n99,-11,2,--,--,G1538
G333,"(0, 7, 9, 4, 3, 1, 5, 2, 8, 6)","(3, 2, 5, 6, 8, 7, 0, 9, 4, 1)",11n102,-1,0,G333,G333,G333
G1330,"(0, 7, 8, 5, 3, 4, 6, 2, 1, 9)","(6, 2, 4, 9, 7, 0, 1, 8, 5, 3)",m11n102,-9,0,G1330,G1330,G1330
G334,"(0, 9, 8, 6, 5, 7, 2, 4, 3, 1)","(7, 2, 4, 1, 0, 3, 6, 9, 8, 5)",11n104,-13,0,G334,G334,G334
G1331,"(0, 8, 9, 2, 3, 1, 4, 5, 6, 7)","(5, 1, 4, 7, 0, 6, 8, 9, 2, 3)",m11n104,3,0,G1331,G1331,G1331
G335,"(0, 1, 2, 7, 8, 9, 6, 4, 5, 3)","(4, 9, 0, 1, 3, 5, 2, 7, 8, 6)",11n106,-4,-1,--,--,G337
G336,"(0, 7, 4, 5, 3, 6, 8, 9, 1, 2)","(3, 1, 8, 2, 7, 9, 0, 4, 5, 6)",11n106,-4,-1,--,--,G339
G337,"(0, 1, 2, 7, 8, 9, 6, 4, 5, 3)","(4, 5, 8, 9, 0, 3, 1, 7, 2, 6)",11n106,-4,-1,--,--,G335
G338,"(0, 8, 3, 4, 2, 5, 6, 7, 1, 9)","(5, 1, 9, 0, 6, 7, 8, 3, 4, 2)",11n106,-4,-1,--,--,G340
G339,"(0, 8, 9, 4, 2, 3, 5, 1, 6, 7)","(6, 1, 3, 0, 7, 8, 9, 4, 2, 5)",11n106,-4,-1,--,--,G336
G340,"(0, 1, 9, 5, 3, 4, 6, 7, 8, 2)","(3, 4, 2, 0, 8, 9, 1, 5, 6, 7)",11n106,-4,-1,--,--,G338
G341,"(0, 8, 9, 7, 4, 5, 6, 1, 2, 3)","(7, 1, 6, 2, 0, 3, 4, 5, 8, 9)",11n106,-4,1,--,--,G343
G342,"(0, 4, 5, 6, 8, 9, 7, 3, 1, 2)","(5, 6, 7, 1, 3, 4, 2, 0, 8, 9)",11n106,-4,1,--,--,G345
G343,"(0, 8, 9, 7, 4, 5, 6, 1, 2, 3)","(7, 5, 6, 1, 8, 0, 2, 3, 4, 9)",11n106,-4,1,--,--,G341
G344,"(0, 1, 3, 4, 6, 9, 7, 8, 5, 2)","(6, 7, 8, 2, 3, 5, 0, 4, 1, 9)",11n106,-4,1,--,--,G346
G345,"(0, 8, 2, 3, 4, 7, 5, 6, 1, 9)","(7, 5, 6, 1, 2, 3, 9, 0, 8, 4)",11n106,-4,1,--,--,G342
G346,"(0, 1, 6, 2, 4, 5, 3, 8, 9, 7)","(2, 5, 3, 8, 9, 0, 7, 4, 6, 1)",11n106,-4,1,--,--,G344
G1332,"(0, 3, 1, 6, 5, 2, 4, 9, 8, 7)","(4, 9, 8, 0, 7, 6, 1, 5, 3, 2)",m11n106,-6,-1,--,--,?
G1333,"(0, 6, 9, 5, 1, 8, 7, 3, 2, 4)","(3, 2, 4, 7, 6, 5, 0, 9, 8, 1)",m11n106,-6,-1,--,--,?
G1334,"(0, 2, 1, 3, 7, 6, 5, 4, 9, 8)","(3, 6, 4, 9, 2, 0, 8, 7, 5, 1)",m11n106,-6,-1,--,--,?
G1335,"(0, 9, 4, 3, 2, 1, 5, 7, 6, 8)","(7, 3, 1, 0, 8, 6, 9, 4, 2, 5)",m11n106,-6,1,--,--,?
G1336,"(0, 9, 8, 3, 5, 2, 1, 6, 4, 7)","(5, 4, 2, 6, 1, 0, 7, 9, 8, 3)",m11n106,-6,1,--,--,?
G1337,"(0, 2, 1, 7, 6, 3, 9, 5, 8, 4)","(3, 6, 5, 4, 9, 8, 7, 0, 2, 1)",m11n106,-6,1,--,--,?
G347,"(0, 9, 3, 4, 5, 8, 7, 6, 2, 1)","(5, 2, 6, 1, 3, 4, 0, 9, 8, 7)",11n107,-10,-1,--,--,?
G348,"(0, 9, 5, 4, 3, 6, 7, 8, 2, 1)","(4, 3, 2, 1, 7, 8, 0, 5, 9, 6)",11n107,-10,1,--,--,?
G1338,"(0, 1, 2, 3, 6, 7, 5, 4, 9, 8)","(3, 4, 7, 9, 0, 1, 8, 6, 5, 2)",m11n107,0,-1,--,--,?
G1339,"(0, 9, 1, 2, 3, 5, 8, 6, 7, 4)","(5, 4, 6, 7, 0, 1, 2, 9, 3, 8)",m11n107,0,-1,--,--,?
G1340,"(0, 9, 4, 3, 1, 2, 5, 6, 7, 8)","(6, 3, 2, 0, 7, 8, 9, 1, 4, 5)",m11n107,0,1,--,--,?
G1341,"(0, 7, 8, 6, 9, 1, 2, 3, 5, 4)","(6, 1, 5, 2, 3, 4, 7, 8, 0, 9)",m11n107,0,1,--,--,?
G349,"(0, 3, 2, 8, 7, 6, 9, 5, 1, 4)","(5, 9, 4, 3, 1, 0, 2, 8, 6, 7)",11n111,-9,-2,--,--,G349
G350,"(0, 4, 2, 3, 6, 9, 8, 7, 5, 1)","(6, 8, 5, 7, 1, 4, 3, 2, 0, 9)",11n111,-9,0,G353,G351,G352
G351,"(0, 6, 3, 1, 2, 5, 4, 9, 8, 7)","(4, 2, 9, 8, 7, 0, 6, 5, 3, 1)",11n111,-9,0,G352,G350,G353
G352,"(0, 7, 3, 6, 5, 4, 9, 8, 1, 2)","(4, 1, 9, 2, 0, 8, 7, 3, 6, 5)",11n111,-9,0,G351,G353,G350
G353,"(0, 6, 4, 3, 2, 5, 8, 9, 7, 1)","(2, 1, 9, 8, 7, 0, 4, 6, 3, 5)",11n111,-9,0,G350,G352,G351
G354,"(0, 3, 9, 5, 8, 7, 6, 2, 1, 4)","(7, 8, 6, 2, 4, 3, 1, 0, 5, 9)",11n111,-9,2,--,--,G354
G1342,"(0, 1, 2, 9, 6, 5, 7, 3, 4, 8)","(5, 6, 7, 4, 0, 8, 1, 9, 2, 3)",m11n111,-1,0,?,?,G1343
G1343,"(0, 3, 7, 4, 5, 6, 1, 2, 9, 8)","(6, 9, 1, 8, 0, 2, 3, 7, 4, 5)",m11n111,-1,0,?,?,G1342
G355,"(0, 9, 1, 3, 2, 6, 5, 4, 8, 7)","(5, 2, 8, 0, 4, 3, 9, 7, 6, 1)",11n117,-7,0,G356,G356,G355
G356,"(0, 4, 1, 7, 9, 3, 2, 8, 6, 5)","(6, 9, 8, 0, 2, 1, 5, 4, 3, 7)",11n117,-7,0,G355,G355,G356
G1344,"(0, 8, 1, 6, 7, 2, 4, 5, 3, 9)","(7, 2, 3, 9, 5, 6, 0, 1, 8, 4)",m11n117,-3,0,G1347,G1353,G1352
G1345,"(0, 6, 4, 5, 7, 3, 1, 8, 2, 9)","(7, 8, 9, 1, 2, 0, 6, 4, 5, 3)",m11n117,-3,0,G1348,G1346,G1351
G1346,"(0, 5, 3, 4, 7, 8, 6, 1, 9, 2)","(4, 1, 6, 9, 2, 3, 0, 7, 5, 8)",m11n117,-3,0,G1351,G1345,G1348
G1347,"(0, 4, 6, 2, 7, 8, 3, 1, 5, 9)","(6, 8, 1, 9, 0, 5, 7, 4, 2, 3)",m11n117,-3,0,G1344,G1352,G1353
G1348,"(0, 1, 9, 4, 2, 3, 6, 8, 5, 7)","(3, 8, 6, 0, 5, 7, 1, 4, 9, 2)",m11n117,-3,0,G1345,G1351,G1346
G1349,"(0, 1, 8, 9, 7, 5, 6, 2, 3, 4)","(2, 7, 3, 6, 0, 8, 4, 5, 9, 1)",m11n117,-3,0,G1350,G1349,G1350
G1350,"(0, 1, 9, 7, 8, 5, 6, 2, 3, 4)","(2, 8, 6, 0, 3, 9, 4, 5, 7, 1)",m11n117,-3,0,G1349,G1350,G1349
G1351,"(0, 2, 9, 6, 7, 5, 8, 1, 3, 4)","(7, 8, 3, 1, 2, 0, 4, 5, 6, 9)",m11n117,-3,0,G1346,G1348,G1345
G1352,"(0, 1, 5, 6, 9, 7, 8, 3, 4, 2)","(3, 7, 8, 2, 5, 0, 4, 6, 1, 9)",m11n117,-3,0,G1353,G1347,G1344
G1353,"(0, 3, 6, 8, 9, 7, 4, 5, 1, 2)","(6, 7, 1, 2, 5, 0, 8, 3, 4, 9)",m11n117,-3,0,G1352,G1344,G1347
G357,"(0, 8, 4, 7, 3, 2, 1, 9, 6, 5)","(6, 1, 0, 9, 8, 5, 4, 3, 2, 7)",11n126,-15,-2,--,--,G357
G358,"(0, 9, 6, 4, 3, 2, 8, 1, 7, 5)","(8, 3, 2, 1, 0, 7, 6, 5, 4, 9)",11n126,-15,2,--,--,G358
G1354,"(0, 1, 2, 6, 3, 7, 9, 4, 5, 8)","(3, 4, 7, 8, 9, 0, 5, 6, 1, 2)",m11n126,5,0,G1355,G1354,G1355
G1355,"(0, 4, 5, 6, 8, 1, 2, 7, 9, 3)","(8, 9, 2, 3, 4, 5, 0, 1, 6, 7)",m11n126,5,0,G1354,G1355,G1354
G1356,"(0, 2, 4, 5, 6, 3, 7, 9, 8, 1)","(3, 6, 7, 9, 0, 8, 1, 2, 4, 5)",m11n126,5,0,G1356,G1356,G1356
G375,"(0, 4, 9, 2, 5, 7, 6, 8, 3, 1)","(2, 1, 3, 6, 8, 0, 9, 4, 5, 7)",11n132,-2,-1,--,--,G377
G376,"(0, 2, 4, 6, 9, 8, 5, 7, 1, 3)","(5, 8, 7, 1, 3, 0, 9, 2, 4, 6)",11n132,-2,-1,--,--,G378
G377,"(0, 4, 9, 2, 5, 7, 6, 8, 3, 1)","(2, 1, 3, 8, 9, 4, 0, 5, 7, 6)",11n132,-2,-1,--,--,G375
G378,"(0, 3, 7, 4, 8, 6, 5, 1, 9, 2)","(5, 9, 1, 0, 3, 2, 7, 6, 4, 8)",11n132,-2,-1,--,--,G376
G379,"(0, 2, 6, 8, 5, 4, 7, 9, 1, 3)","(7, 9, 1, 4, 3, 0, 2, 6, 5, 8)",11n132,-2,1,--,--,G380
G380,"(0, 3, 1, 7, 6, 4, 8, 5, 9, 2)","(4, 8, 6, 5, 0, 9, 2, 1, 3, 7)",11n132,-2,1,--,--,G379
G381,"(0, 8, 3, 5, 4, 6, 9, 2, 7, 1)","(5, 4, 6, 1, 7, 2, 3, 8, 0, 9)",11n132,-2,1,--,--,G382
G382,"(0, 8, 3, 5, 4, 6, 9, 2, 7, 1)","(4, 6, 7, 2, 1, 3, 5, 8, 0, 9)",11n132,-2,1,--,--,G381
G1361,"(0, 2, 9, 5, 8, 4, 6, 7, 1, 3)","(4, 7, 3, 1, 2, 9, 0, 5, 6, 8)",m11n132,-8,-1,--,--,G1363
G1362,"(0, 2, 8, 4, 5, 9, 7, 1, 6, 3)","(4, 5, 3, 6, 1, 2, 0, 8, 9, 7)",m11n132,-8,-1,--,--,G1365
G1363,"(0, 8, 4, 2, 5, 6, 3, 1, 9, 7)","(3, 1, 9, 6, 7, 0, 8, 4, 5, 2)",m11n132,-8,-1,--,--,G1361
G1364,"(0, 1, 6, 4, 5, 3, 8, 9, 7, 2)","(3, 9, 2, 7, 0, 6, 4, 5, 1, 8)",m11n132,-8,-1,--,--,G1366
G1365,"(0, 8, 9, 7, 5, 6, 1, 4, 2, 3)","(4, 1, 6, 0, 8, 2, 3, 9, 5, 7)",m11n132,-8,-1,--,--,G1362
G1366,"(0, 8, 4, 2, 3, 1, 7, 5, 6, 9)","(7, 1, 9, 5, 6, 4, 2, 8, 0, 3)",m11n132,-8,-1,--,--,G1364
G1367,"(0, 8, 6, 4, 1, 2, 5, 3, 9, 7)","(5, 2, 3, 9, 7, 0, 1, 8, 6, 4)",m11n132,-8,1,--,--,G1371
G1368,"(0, 1, 9, 2, 7, 8, 6, 4, 5, 3)","(6, 8, 4, 0, 1, 5, 3, 7, 2, 9)",m11n132,-8,1,--,--,G1369
G1369,"(0, 7, 2, 6, 4, 8, 9, 5, 1, 3)","(6, 4, 5, 3, 1, 2, 7, 0, 8, 9)",m11n132,-8,1,--,--,G1368
G1370,"(0, 5, 3, 4, 9, 7, 8, 6, 1, 2)","(4, 1, 7, 8, 6, 2, 5, 0, 3, 9)",m11n132,-8,1,--,--,G1372
G1371,"(0, 2, 6, 7, 9, 5, 8, 4, 1, 3)","(5, 7, 8, 3, 4, 1, 2, 0, 6, 9)",m11n132,-8,1,--,--,G1367
G1372,"(0, 3, 4, 2, 8, 6, 7, 5, 1, 9)","(6, 9, 1, 7, 5, 3, 4, 0, 8, 2)",m11n132,-8,1,--,--,G1370
G383,"(0, 9, 1, 3, 4, 8, 7, 6, 5, 2)","(6, 4, 5, 0, 2, 3, 1, 9, 8, 7)",11n133,-10,-1,--,--,?
G384,"(0, 7, 6, 5, 4, 8, 9, 1, 3, 2)","(5, 4, 3, 1, 9, 0, 2, 7, 8, 6)",11n133,-10,1,--,--,?
G1373,"(0, 3, 1, 2, 6, 7, 8, 9, 5, 4)","(5, 7, 4, 8, 9, 0, 1, 3, 2, 6)",m11n133,0,-1,--,--,?
G1374,"(0, 9, 5, 6, 7, 8, 2, 3, 1, 4)","(8, 2, 1, 3, 4, 5, 6, 0, 7, 9)",m11n133,0,1,--,--,?
G385,"(0, 8, 9, 7, 5, 4, 6, 1, 3, 2)","(4, 1, 6, 3, 0, 8, 2, 7, 9, 5)",11n135,-11,0,G386,G385,G386
G386,"(0, 8, 5, 7, 6, 3, 2, 4, 1, 9)","(6, 2, 9, 4, 1, 8, 7, 0, 5, 3)",11n135,-11,0,G385,G386,G385
G1375,"(0, 1, 5, 3, 8, 4, 6, 9, 2, 7)","(6, 8, 9, 7, 2, 0, 1, 3, 5, 4)",m11n135,1,0,G1376,G1376,G1375
G1376,"(0, 3, 1, 2, 5, 6, 4, 7, 9, 8)","(6, 9, 4, 7, 0, 1, 8, 3, 5, 2)",m11n135,1,0,G1375,G1375,G1376
G387,"(0, 8, 1, 9, 3, 7, 6, 5, 2, 4)","(3, 2, 5, 4, 8, 0, 9, 7, 6, 1)",11n138,-5,-2,--,--,G387
G388,"(0, 2, 9, 5, 4, 3, 7, 6, 8, 1)","(3, 6, 4, 1, 0, 8, 2, 9, 5, 7)",11n138,-5,0,G389,G388,G389
G389,"(0, 9, 8, 2, 1, 3, 7, 5, 4, 6)","(5, 7, 3, 6, 4, 0, 2, 9, 8, 1)",11n138,-5,0,G388,G389,G388
G390,"(0, 2, 9, 8, 7, 1, 5, 3, 6, 4)","(3, 8, 7, 5, 4, 6, 0, 9, 2, 1)",11n138,-5,2,--,--,G390
G1377,"(0, 5, 7, 8, 9, 3, 1, 4, 2, 6)","(4, 1, 2, 6, 7, 0, 8, 9, 5, 3)",m11n138,-5,0,?,G1377,?
G391,"(0, 8, 2, 5, 3, 1, 7, 4, 9, 6)","(4, 1, 9, 0, 7, 6, 2, 8, 5, 3)",11n139,-9,0,G391,G392,G392
G392,"(0, 7, 2, 9, 1, 6, 3, 5, 8, 4)","(6, 5, 8, 3, 4, 2, 7, 0, 1, 9)",11n139,-9,0,G392,G391,G391
G1378,"(0, 9, 1, 6, 3, 2, 4, 7, 8, 5)","(4, 2, 7, 0, 8, 5, 9, 3, 6, 1)",m11n139,-1,0,G1378,G1379,G1379
G1379,"(0, 2, 5, 9, 3, 4, 7, 6, 8, 1)","(3, 6, 1, 4, 8, 0, 2, 9, 5, 7)",m11n139,-1,0,G1379,G1378,G1378
G393,"(0, 9, 1, 3, 2, 5, 4, 6, 8, 7)","(8, 2, 4, 0, 6, 1, 7, 3, 5, 9)",11n141,-3,0,G393,G393,G393
G1380,"(0, 7, 6, 8, 9, 5, 3, 4, 1, 2)","(3, 1, 9, 4, 7, 2, 6, 0, 5, 8)",m11n141,-7,0,G1380,G1380,G1380
G1381,"(0, 7, 8, 6, 4, 5, 2, 3, 1, 9)","(6, 1, 5, 9, 7, 3, 4, 0, 8, 2)",m11n141,-7,0,G1381,G1381,G1381
G394,"(0, 9, 1, 3, 2, 5, 4, 7, 6, 8)","(7, 2, 6, 0, 4, 3, 8, 1, 9, 5)",11n142,-3,0,G395,G395,G394
G395,"(0, 6, 8, 3, 7, 1, 5, 4, 9, 2)","(7, 9, 1, 0, 2, 4, 3, 6, 5, 8)",11n142,-3,0,G394,G394,G395
G1382,"(0, 1, 8, 9, 6, 7, 5, 3, 4, 2)","(3, 5, 2, 7, 8, 4, 0, 6, 1, 9)",m11n142,-7,0,G1384,G1382,G1384
G1383,"(0, 3, 1, 8, 9, 5, 7, 4, 6, 2)","(5, 6, 4, 2, 7, 8, 3, 0, 1, 9)",m11n142,-7,0,G1385,G1388,G1387
G1384,"(0, 1, 8, 9, 6, 7, 5, 3, 4, 2)","(3, 9, 0, 5, 2, 4, 8, 6, 1, 7)",m11n142,-7,0,G1382,G1384,G1382
G1385,"(0, 3, 9, 7, 8, 1, 2, 6, 4, 5)","(6, 8, 4, 2, 5, 3, 0, 1, 7, 9)",m11n142,-7,0,G1383,G1387,G1388
G1386,"(0, 2, 9, 4, 7, 3, 6, 1, 5, 8)","(5, 6, 3, 1, 2, 8, 0, 7, 9, 4)",m11n142,-7,0,G1391,G1390,G1389
